"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"15912","Bank BRI",2017,"BankBRI_2017","Private company","Large","Financial Services","Financials","Indonesia","Asia","No","non-english"
"15913","Bank Bukopin",2017,"BankBukopin_2017","Private company","Large","Financial Services","Financials","Indonesia","Asia","No","non-english"
"15914","Bank Center-invest",2017,"BankCenter-invest_2017","Private company","MNE","Financial Services","Financials","Russian Federation","Europe",NA,"non-english"
"15915","Bank Leumi",2017,"BankLeumi_2017","Private company","MNE","Financial Services","Financials","Israel","Asia","No","english"
"15916","Bank Mandiri Terbuka",2017,"BankMandiriTerbuka_2017","Private company","Large","Financial Services","Financials","Indonesia","Asia","No","non-english"
"15917","Bank of Baroda",2017,"BankofBaroda_2017","State-owned company","MNE","Financial Services","Financials","India","Asia",NA,"english"
"15918","Bank of Beijing",2017,"BankofBeijing_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15919","Bank of China",2017,"BankofChina_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15920","Bank of Communications",2017,"BankofCommunications_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15921","Bank of Communications (HK)",2017,"BankofCommunications(HK)_2017","State-owned company","MNE","Financial Services","Financials","Hong Kong","Asia","No","english"
"15922","Bank of East Asia",2017,"BankofEastAsia_2017","Private company","MNE","Financial Services","Financials","Hong Kong","Asia","No","english"
"15923","Bank of Hangzhou",2017,"BankofHangzhou_2017","Private company","Large","Financial Services","Financials","Mainland China","Asia",NA,"non-english"
"15924","Bank of India",2017,"BankofIndia_2017","Private company","MNE","Financial Services","Financials","India","Asia",NA,"english"
"15925","Bank of Ireland",2017,"BankofIreland_2017","Private company","Large","Financial Services","Financials","Ireland","Europe",NA,"english"
"15926","Bank of Jiangsu",2017,"BankofJiangsu_2017","Private company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15927","Bank of Jinzhou",2017,"BankofJinzhou_2017","Private company","MNE","Financial Services","Financials","Hong Kong","Asia","No","english"
"15928","Bank of Nanjing",2017,"BankofNanjing_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia",NA,"non-english"
"15929","Bank of Ningbo",2017,"BankofNingbo_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia",NA,"non-english"
"15930","Bank of Shanghai",2017,"BankofShanghai_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15931","Bankhaus Schelhammer & Schattera",2017,"BankhausSchelhammer&Schattera_2017","Private company","Large","Financial Services","Financials","Austria","Europe","No","non-english"
"15932","BANKIA",2017,"BANKIA_2017","Private company","Large","Financial Services","Financials","Spain","Europe","No","english"
"15933","Banpará",2017,"Banpará_2017","Public institution","MNE","Financial Services","Financials","Brazil","Latin America & the Caribbean","No","non-english"
"15934","Banpu Public Company Limited",2017,"BanpuPublicCompanyLimited_2017","Private company","Large","Energy","Extractives and Minerals Processing","Thailand","Asia","No","english"
"15935","Banque Atlantique",2017,"BanqueAtlantique_2017","Private company","Large","Financial Services","Financials","Burkina Faso","Africa",NA,"non-english"
"15936","Banque Commercial du Burundi",2017,"BanqueCommercialduBurundi_2017","Private company","Large","Financial Services","Financials","Burundi","Africa",NA,"non-english"
"15937","Banque Internationale pour le Commerce et l’Industrie de Guinée",2017,"BanqueInternationalepourleCommerceetl’IndustriedeGuinée_2017","Subsidiary","Large","Financial Services","Financials","Guinea","Africa",NA,"non-english"
"15938","Banque Misr",2017,"BanqueMisr_2017","State-owned company","Large","Financial Services","Financials","Egypt","Africa","No","english"
"15939","Banyan Tree Hotels and Resorts",2017,"BanyanTreeHotelsandResorts_2017","Private company","MNE","Tourism/Leisure","Tourism/Leisure","Singapore","Asia",NA,"english"
"15940","Baolingbao Biology Company",2017,"BaolingbaoBiologyCompany_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Mainland China","Asia",NA,"non-english"
"15941","Baoshan Iron & Steel",2017,"BaoshanIron&Steel_2017","State-owned company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"15942","Baosheng",2017,"Baosheng_2017","State-owned company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"15943","Barclays",2017,"Barclays_2017","Private company","Large","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"15944","Barclays Bank of Kenya",2017,"BarclaysBankofKenya_2017","Private company","Large","Financial Services","Financials","Kenya","Africa",NA,"non-english"
"15945","Barratt Developments",2017,"BarrattDevelopments_2017","Private company","Large","Construction","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15946","Barwa Real Estate",2017,"BarwaRealEstate_2017","Private company","Large","Real Estate","Infrastructure","Qatar","Asia",NA,"english"
"15947","BASF BRAZIL",2017,"BASFBRAZIL_2017","Private company","MNE","Chemicals","Resource Transformation","Brazil","Latin America & the Caribbean",NA,"non-english"
"15948","BASF SE",2017,"BASFSE_2017","Private company","Large","Chemicals","Resource Transformation","Germany","Europe","Yes","english"
"15949","Basware",2017,"Basware_2017","Private company","Large","Computers","Technology and Communications","Finland","Europe",NA,"english"
"15950","Baur",2017,"Baur_2017","Private company","Large","Automotive","Transportation","Germany","Europe",NA,"non-english"
"15951","Baxter International",2017,"BaxterInternational_2017","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"15952","Bayer",2017,"Bayer_2017","Subsidiary","MNE","Healthcare Products","Healthcare","Peru","Latin America & the Caribbean",NA,"non-english"
"15953","Bayer CropScience Limited",2017,"BayerCropScienceLimited_2017","Private company","Large","Chemicals","Resource Transformation","India","Asia",NA,"english"
"15954","Baytex Energy Corportation",2017,"BaytexEnergyCorportation_2017","Private company","Large","Energy","Extractives and Minerals Processing","Canada","Northern America",NA,"english"
"15955","BBMG Corporation",2017,"BBMGCorporation_2017","State-owned company","Large","Construction Materials","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"15956","BBVA (Banco Bilbao Vizcaya Argentaria)",2017,"BBVA(BancoBilbaoVizcayaArgentaria)_2017","Private company","Large","Financial Services","Financials","Spain","Europe","No","english"
"15957","BBVA Banco Continental Peru",2017,"BBVABancoContinentalPeru_2017","Subsidiary","Large","Financial Services","Financials","Peru","Latin America & the Caribbean","No","non-english"
"15958","BBVA Francés",2017,"BBVAFrancés_2017","Subsidiary","MNE","Financial Services","Financials","Argentina","Latin America & the Caribbean","No","non-english"
"15959","BC Hydro",2017,"BCHydro_2017","State-owned company","Large","Energy Utilities","Infrastructure","Canada","Northern America",NA,"english"
"15960","BCI",2017,"BCI_2017","Private company","Large","Financial Services","Financials","Chile","Latin America & the Caribbean","No","non-english"
"15961","BCLC",2017,"BCLC_2017","State-owned company","SME","Tourism/Leisure","Tourism/Leisure","Canada","Northern America","No","english"
"15962","BD (Becton Dickinson and Company)",2017,"BD(BectonDickinsonandCompany)_2017","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"15963","Beazley Group",2017,"BeazleyGroup_2017","State-owned company","MNE","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15964","Bechtel",2017,"Bechtel_2017","Private company","MNE","Construction","Infrastructure","United States of America","Northern America","No","english"
"15965","Beck Glatz",2017,"BeckGlatz_2017","Private company","SME","Food and Beverage Products","Food and Beverage","Switzerland","Europe",NA,"non-english"
"15966","Beijing Beilu Pharmaceutical",2017,"BeijingBeiluPharmaceutical_2017","Private company","Large","Healthcare Products","Healthcare","Mainland China","Asia","No","non-english"
"15967","Beijing Capital International Airport",2017,"BeijingCapitalInternationalAirport_2017","State-owned company","Large","Aviation","Transportation","Hong Kong","Asia",NA,"english"
"15968","Beijing Cuiwei",2017,"BeijingCuiwei_2017","Private company","Large","Retailers","Consumer Goods","Mainland China","Asia","No","non-english"
"15969","BEIJING ENTERPRISES",2017,"BEIJINGENTERPRISES_2017","State-owned company","MNE","Conglomerates","Conglomerates","Hong Kong","Asia",NA,"non-english"
"15970","Beijing Enterprises Water",2017,"BeijingEnterprisesWater_2017","Private company","MNE","Water Utilities","Infrastructure","Hong Kong","Asia","No","english"
"15971","Beijing Gehua CATV",2017,"BeijingGehuaCATV_2017","Private company","Large","Telecommunications","Technology and Communications","Mainland China","Asia",NA,"non-english"
"15972","BEIJING HAOHUA ENERGY RESOURCE",2017,"BEIJINGHAOHUAENERGYRESOURCE_2017","State-owned company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"15973","Beijing North Star",2017,"BeijingNorthStar_2017","State-owned company","Large","Real Estate","Infrastructure","Mainland China","Asia","No","non-english"
"15974","BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY",2017,"BEIJINGORIENTALYUHONGWATERPROOFTECHNOLOGY_2017","Private company","Large","Conglomerates","Conglomerates","Mainland China","Asia",NA,"non-english"
"15975","Beijing Philisense Technology",2017,"BeijingPhilisenseTechnology_2017","State-owned company","SME","Other","Other","Mainland China","Asia",NA,"non-english"
"15976","Beijing Sanyuan Foods",2017,"BeijingSanyuanFoods_2017","State-owned company","Large","Food and Beverage Products","Food and Beverage","Mainland China","Asia",NA,"non-english"
"15977","BEIJING SIFANG AUTOMATION",2017,"BEIJINGSIFANGAUTOMATION_2017","Private company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"15978","Beijing Urban Construction",2017,"BeijingUrbanConstruction_2017","Private company","Large","Real Estate","Infrastructure","Mainland China","Asia",NA,"non-english"
"15979","Beijing Vantone Real Estate",2017,"BeijingVantoneRealEstate_2017","Private company","SME","Real Estate","Infrastructure","Mainland China","Asia",NA,"non-english"
"15980","Beijing Originwater Technology",2017,"Beijing Originwater Technology_2017","Private company","Large","Technology Hardware","Technology and Communications","Mainland China","Asia",NA,"non-english"
"15981","Beiqi Foton Motor",2017,"BeiqiFotonMotor_2017","State-owned company","Large","Automotive","Transportation","Mainland China","Asia","No","non-english"
"15982","BEL GROUP",2017,"BELGROUP_2017","Private company","MNE","Food and Beverage Products","Food and Beverage","France","Europe",NA,"english"
"15983","Belfius Banque",2017,"BelfiusBanque_2017","Private company","MNE","Financial Services","Financials","Belgium","Europe",NA,"english"
"15984","Belimo",2017,"Belimo_2017","Private company","MNE","Technology Hardware","Technology and Communications","Switzerland","Europe",NA,"english"
"15985","Bellzone Mining",2017,"BellzoneMining_2017","Private company","MNE","Mining","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15986","BenQ Corporation",2017,"BenQCorporation_2017","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"15987","Berger Paints Nigeria Plc",2017,"BergerPaintsNigeriaPlc_2017","Subsidiary","MNE","Household and Personal Products","Consumer Goods","Nigeria","Africa",NA,"non-english"
"15988","Berkeley Group",2017,"BerkeleyGroup_2017","Private company","Large","Real Estate","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15989","Berner Kantonalbank",2017,"BernerKantonalbank_2017","Private company","Large","Financial Services","Financials","Switzerland","Europe","No","non-english"
